t,conf,left_knee_flex,right_knee_flex,left_elbow_flex,right_elbow_flex,trunk_incline
0.0,0.9453284988800684,175.72517050062706,172.95551863477274,179.36338579049612,177.1894063014584,4.384465654703986
0.04166975617592902,0.9456267803907394,176.09072401286832,173.1087726994619,179.11025542824612,177.20095305559343,4.216657705808053
0.08333951235185803,0.9459039370218912,176.33495409076554,173.25107350644615,178.37399676084755,177.35905396206178,4.083200853494872
0.12500926852778704,0.9463833123445511,176.530219610637,173.34698732718022,177.97787037315197,177.49143650157635,3.98566927081324
0.16667902470371607,0.9467917929093043,177.83092381240075,175.26211956370375,177.15228018857746,177.15783347522046,2.746717059451552
0.2083487808796451,0.9457979500293732,177.79158566012487,176.2889938538179,177.0580441137828,176.8662837147923,2.385780198280298
0.2500185370555741,0.9446758131186167,177.94903052177185,177.59085126313286,177.4763001859538,175.71083928388805,1.9875450206300294
0.29168829323150314,0.9435642212629318,177.7914661292654,178.8801887086783,177.186223534348,175.54734846551494,1.5417972013777645
0.33335804940743213,0.9425081759691238,177.48651769367302,179.46217436627003,177.65571134317096,175.28427765105104,1.274899017901754
0.3750278055833612,0.9402552843093872,176.96956652058248,179.90784262427346,178.11412777015167,175.41982693671375,0.9325468589266558
0.4166975617592902,0.9376260886589686,176.6224727380332,179.61671854867492,178.694251670803,176.55323408302695,0.6303001592136982
0.4583673179352192,0.9319535891215006,176.57682049345033,179.48508778368975,178.6410583541508,178.07271391388295,0.4289458097638036
0.5000370741111482,0.9304228176673254,176.64298633027974,179.35966614176513,178.60139192030314,176.95052063860348,0.3570652201511891
0.5417068302870772,0.9305442074934641,176.63400800673497,179.32646970191186,178.64842094590156,176.6685603371291,0.3489127449796444
0.5833765864630063,0.9314039895931879,176.7256523932057,179.28368614517493,178.76140139001382,176.05696651586322,0.3261473456831877
0.6250463426389352,0.9324004153410593,176.9348641643236,179.29490305532545,179.04289390981364,174.00143449502065,0.25042981865259234
0.6667160988148643,0.9336365560690562,177.06963998026737,179.24198989215486,179.1936598025897,173.03961005940573,0.20727503390302068
0.7083858549907933,0.9344853013753891,177.2152471541467,179.91892288394465,179.67307348813662,171.62011141017905,0.2163624167153532
0.7500556111667224,0.9365805784861246,176.9534248107124,177.60616953721149,177.87027198564434,171.00496347319807,0.5942644180550091
0.7917253673426513,0.9385712097088496,176.9117313647422,176.4020066373873,177.90346957966307,171.5868116206537,0.8007038893816952
0.8333951235185804,0.9409172286589941,176.31467369530057,174.93123169367897,177.03560326526326,171.2300408705325,1.2477337194052678
0.8750648796945094,0.9435547341903051,173.6162968874952,169.11240033031038,167.56149941780834,165.6666950962739,3.4063854169905445
0.9167346358704384,0.945766399304072,172.49152432834063,167.0692074606817,166.31808578018803,164.98507985406815,4.202556310428111
0.9584043920463674,0.9475503365198771,171.84056331445322,164.97585354760164,160.54562306799951,163.7064184361973,4.967080247264522
1.0000741482222963,0.9491141686836878,171.4092679206055,162.29028899725466,148.78777744189466,159.25879544090677,5.511370398971769
1.0417439043982255,0.949574813246727,170.504287324319,159.81340041298262,134.77293034212985,153.25705724813776,6.39157560490493
1.0834136605741544,0.9512663086255392,169.63243043145525,157.92363132787432,107.70700904383598,145.2488224817603,7.30571092873567
1.1250834167500834,0.9538335750500361,168.9851122338144,157.60024655816204,101.82168454775707,139.691319414655,7.649482807213922
1.1667531729260125,0.9565286238988241,166.72080839387482,154.49862261841335,74.43418994753027,107.48470470614721,8.931425316225889
1.2084229291019415,0.9581690529982249,165.94246502771907,153.76789666268868,70.4448820131454,105.86284658386273,9.33889843170527
1.2500926852778704,0.9604202260573705,164.09523287681588,150.1921898777661,56.41897403481522,41.81367017244644,10.882317361690518
1.2917624414537996,0.9629644254843394,163.10109951403882,149.56931176601506,53.51505573916088,37.44170817787084,11.31065107241499
1.3334321976297285,0.9653943429390589,161.04613019802824,144.31956695023186,41.759192066374176,22.727743477088385,12.946529502492648
1.3751019538056577,0.967972586552302,160.55290736464974,143.18834648718655,39.017933623740234,22.505517473527785,12.684292898994748
1.4167717099815866,0.9699574857950211,156.72000824109796,135.96187019039087,36.106158026560784,16.2977267702682,14.023140672744443
1.4584414661575156,0.9717829525470734,155.24461408725082,135.35849979669004,34.732733735157645,15.329327338191359,13.668599238367428
1.5001112223334447,0.972317561507225,149.87251154675232,127.23663109090042,33.78351873399049,11.006756255563708,15.031085869608948
1.5417809785093737,0.9713451812664667,142.5352915627727,118.16936150953045,32.45594581412669,8.66563477953201,15.779357629616776
1.5834507346853026,0.9707367072502772,139.07390874351825,114.04393906596522,32.34321758536572,8.329733146133822,16.33520465702251
1.6251204908612318,0.9700832416613897,136.7506897372955,111.51666463737199,32.66358066891766,6.770415144968329,16.612677421704326
1.6667902470371607,0.9682948092619578,130.55747739199376,102.9098506074267,32.51391833463365,6.662712196281043,17.277634444934794
1.7084600032130897,0.9661493053038915,126.37046008767096,97.83336875393552,32.46717301834991,5.757010514360639,17.370025698540495
1.7501297593890188,0.9642687141895294,121.32956631398474,93.69437303825474,31.861387072571198,6.495283451092066,17.531687202346056
1.7917995155649478,0.9627250283956528,115.74142730722272,90.44049502968936,31.456295554722203,7.155379224949243,17.668920568123283
1.8334692717408767,0.9588625182708105,105.36295880318113,84.84328178500132,31.263672055254244,5.685910092165893,17.852811863739767
1.8751390279168059,0.9533245066801707,99.19462269955537,79.14681282607656,30.495107759025064,3.916808646641567,18.20955239999696
1.9168087840927348,0.9497316181659698,102.31519474399106,78.63239243631267,31.442112823949472,4.403287122282088,18.196444706344337
1.9584785402686637,0.944917842745781,92.75231459022784,73.96064782182685,30.201167516856472,4.036612287169514,18.504840697491716
2.0001482964445927,0.9417929699023565,84.76598755729854,70.80997203179655,28.968173894693326,3.763230398467697,18.326832802367857
2.041818052620522,0.9381154477596283,73.81237254320011,66.72661146904132,29.19349052052191,4.205167012950119,18.342211800381524
2.083487808796451,0.9340285609165827,69.60282532529997,65.7664137821835,29.078952617622416,4.194173192339495,18.1662028745685
2.1251575649723797,0.9301635026931763,36.02261455326171,61.28407682877791,29.928499499929675,4.342600163738351,17.929730282128133
2.166827321148309,0.9248789846897125,33.019549577557775,59.342603930838614,30.497600850925007,4.104072926013453,17.87158953130245
2.208497077324238,0.9187155067920685,31.714693180577473,57.848251016062136,30.355485518483245,4.200938883056804,17.846783005534167
2.2501668335001668,0.9123891890048981,29.92981465620374,57.63219780209069,29.815736946740778,4.142984242992701,17.769961722350633
2.291836589676096,0.9068892995516459,27.47444109400254,56.55684602419395,29.840629119480376,4.080190056988289,17.5922495050705
2.333506345852025,0.9011986503998438,27.688124566481058,55.94191007404199,29.830483317648284,3.5917979519493537,17.311616174139846
2.375176102027954,0.8972484072049459,28.575980266477227,55.397917920566634,29.982878241285796,3.182840344798437,16.952747093633317
2.416845858203883,0.8949689070383707,27.274416546392175,55.66778453385268,28.990007855864924,3.455541503275661,16.82826777184935
2.458515614379812,0.8932805508375168,25.24958270675725,56.08996177432067,28.439429988310987,3.5642138722489283,16.806300862318974
2.500185370555741,0.8924741744995117,23.01806859044206,56.66811051706623,27.103293927697845,3.302896052296431,16.970038042489854
2.54185512673167,0.8918918569882711,43.80438599513378,62.59750000172907,27.66440392868645,1.4305199066104763,17.436511131088743
2.583524882907599,0.8925983309745789,62.2412352822594,66.67891652972168,28.384472320304912,0.8985967999587783,17.596416951580764
2.625194639083528,0.8956428468227386,79.8791127639242,70.77165918272235,28.677664004192064,1.2732612503661946,18.00720465637114
2.666864395259457,0.8990351458390554,99.03187171284961,75.88936116727069,28.714019961064622,1.0844281730376324,18.210622113356454
2.7085341514353862,0.9030839850505193,113.13255600090118,80.24777898990571,28.890089296584406,1.6314762492864505,18.701978486802048
2.7502039076113154,0.9085756689310074,129.12400092373673,90.90441481840216,29.941940083334565,1.230937078905885,18.96893881820104
2.791873663787244,0.9135494530200958,136.65609640765092,94.34150695527823,31.151504215665337,2.0649288864426816,18.67903704857065
2.8335434199631733,0.9184046884377798,143.19020367604784,99.45184473391826,31.5571686358556,2.344649468587076,18.46566145977409
2.8752131761391024,0.9227978934844335,145.95496286376513,102.08736187282588,31.412218253965737,2.301581731092415,18.323324841047118
2.916882932315031,0.9281066507101059,155.98224946388112,115.4674235809146,31.595739677439315,3.4119587751430966,17.030798051822448
2.9585526884909603,0.9328617652257284,161.02864235115717,124.66525068880057,33.2355461593831,5.800074087503733,16.162929320086484
3.0002224446668895,0.9376153349876404,163.1776769512298,129.3788550157725,34.71839138540626,4.953649691918642,15.270198851409004
3.041892200842818,0.9422145436207453,166.1350860386334,135.36720147410006,37.61924629915449,1.6548238734831713,14.233384861001937
3.0835619570187474,0.9462715288003286,166.92119665703004,136.9805526921191,38.81333719244697,1.9815930409839428,13.93155214390892
3.1252317131946765,0.9497925639152527,169.36863927017805,141.31236035141265,45.9511572850867,2.1660601090517084,12.910173926201228
3.1669014693706052,0.951798677444458,170.40245393061807,142.73766828491486,54.82660640045768,4.57372591399623,12.100460657934722
3.2085712255465344,0.9537018239498138,170.72741478758533,143.61758103052856,56.31771299254451,6.089974572876744,11.887453922195622
3.2502409817224636,0.9542763630549113,171.2441772493035,145.73944398646066,71.48075836276553,41.15666723204931,10.729316803276436
3.2919107378983923,0.9571289618810018,171.99034084061918,148.68504971688978,104.767727884863,156.8820079258909,9.790617302177964
3.3335804940743214,0.9575363993644714,172.03495436176365,149.15409180314103,107.07479852138684,152.31874200164802,9.488857827652447
3.3752502502502506,0.956336443622907,172.9581828702845,152.3470747334942,139.15024424070288,163.2140363655601,8.520482595657292
3.4169200064261793,0.9573596864938736,173.39653283953942,154.41431484155547,151.94758941215935,165.55593823960152,7.961273954790784
3.4585897626021085,0.9585494051376978,174.12960157322271,157.59144709858538,165.74666215394387,168.03124151678395,6.788491286300791
3.5002595187780376,0.9595584621032079,175.35446050630114,162.41116468779953,174.03970827727846,170.11762399769165,5.482958062912384
3.5419292749539664,0.9597732126712799,176.17567425688267,164.88620677311383,175.59814664652313,169.4877610548768,4.806924952340405
3.5835990311298955,0.9589939067761103,177.46620224536315,168.12840365902022,178.60258984306932,171.66008780976824,3.761234103594641
3.6252687873058247,0.9579827835162481,178.3504161506476,170.86756316625085,179.9670534753259,172.4161474862562,2.869402103946529
3.6669385434817534,0.9572910219430923,178.6909928752533,173.08050664096547,179.3348098307936,173.46318105503437,2.2495833026769256
3.7086082996576826,0.9560869236787161,178.78580744673886,176.17548686776206,178.58510740624817,174.23280655931438,1.4521581966684676
3.7502780558336117,0.9544853419065475,178.3906840524514,177.42797057012967,178.71055335816934,175.0604411792818,1.1419989563369566
3.7919478120095405,0.9531528999408087,177.9381079365013,178.35257421761764,178.42744518594773,175.61681313984772,0.802220741601822
3.8336175681854696,0.9509966969490051,177.60199723967392,179.1838583282333,178.2097903077977,176.6625012279331,0.5977859071556132
3.8752873243613988,0.9450293232997259,177.39055467288682,179.07493319967185,177.61800929946511,177.2941466517431,0.44695480255260184
3.9169570805373275,0.9401296476523081,177.38949953819665,178.4820103058378,177.11158633548126,177.71858543526906,0.2892670772038126
3.9586268367132567,0.9360357026259104,177.33493698533587,178.59694974113228,176.7379539238998,178.14790946456927,0.18125955682111508
4.000296592889185,0.9315077314774195,177.32920772476336,178.65427475189566,176.43025238109945,178.3608941112514,0.1319535124008759
4.041966349065115,0.9276500741640726,177.50969486783282,178.77258609766366,176.61117408629678,178.1220865254441,0.06838956712051764
4.083636105241044,0.9240504850943884,177.82346644331193,178.70417964451485,176.7624219149299,177.65674250016426,0.019613936754914567
4.125305861416972,0.9245169212420782,177.7779258623584,178.558427822976,176.7318969298233,177.65973165843846,0.02186729739370796
4.166975617592902,0.9260865449905396,177.76125548679275,178.5924083177506,177.25042642357118,175.93872502292072,0.02117077221233552
4.208645373768831,0.9286265472571055,177.72248034107838,178.81039482408357,177.5079543983563,173.76896606699256,0.03766614595179733
4.2503151299447595,0.9302787979443868,177.6854702186586,179.03422115122905,178.7420785660077,172.6713195825063,0.018740513847011142
4.291984886120689,0.9316732883453369,177.62288493924652,179.9354449467993,179.678584277745,172.6805733772222,0.0573843660419068
4.333654642296618,0.932881956299146,177.40079244811903,178.50315241086795,179.68515976546786,172.1075406055613,0.29102149608462646
4.3753243984725465,0.9346291919549307,176.06694210569617,173.71375055893552,175.33618905853734,170.71272527180602,1.2262195496739974
4.416994154648476,0.9364068110783895,175.6988496612785,171.83979119601494,175.03293643993453,171.39374884454332,1.5897570508012149
4.458663910824405,0.9387218256791433,174.9890398580962,169.05285044985482,172.07850080255074,168.81202889630273,2.1144498831834913
4.5003336670003335,0.9409845918416977,173.46588480778024,164.57144280101423,162.48549559163305,165.357979357123,3.0945403351923644
4.542003423176263,0.9432073434193929,172.0005306179191,158.67910337035602,139.93192847419053,157.27370086676112,4.125082689564547
4.583673179352192,0.9450515508651733,171.37612496729864,156.8042437899242,134.27135170387976,155.11934628292786,4.70817622306938
4.625342935528121,0.9465788553158442,170.425325528461,152.05146023114915,98.6114200155914,142.32497601467787,5.892279067390816
4.66701269170405,0.9490772187709808,169.20328985078447,149.40039580234156,82.77908631819516,138.85724246553707,6.607550512511002
4.708682447879979,0.9519413262605667,167.40297753818612,146.677638899033,70.05966985681312,107.76939447784764,7.279423515549924
4.750352204055908,0.9550123860438665,165.6931008527544,143.5786669554185,65.05184512491032,60.79131995610511,7.911305268665045
4.792021960231837,0.9585708926121393,163.5820758700162,139.2150373108438,54.03961088955485,28.527359247550574,8.999949428203768
4.833691716407766,0.9617896626393,162.62325531196035,136.90936504948223,49.43032680651573,25.82188934717787,9.546967910018186
4.875361472583695,0.9645908176898956,160.43365473809627,130.25677431758328,39.759076013582224,22.053601479728933,10.752092882652118
4.917031228759624,0.9671310434738795,159.6376583091992,128.046496063385,37.37828475226175,19.352591487748484,11.145335944523795
4.958700984935553,0.9691672772169113,158.46873977833624,125.48190147407006,34.62371660044166,17.29235017042034,11.77232127093891
5.000370741111482,0.9705892354249954,156.74259017700925,122.27102290584855,34.34468043498526,12.599893629049918,12.161609719197982
5.042040497287411,0.9712914923826853,150.06931095801983,114.06693912723198,33.91692980295903,10.184130646447567,13.181342935282052
5.08371025346334,0.9716357439756393,146.38435872487096,109.4844152299813,33.70145713007951,8.057664473278704,14.088228069668183
5.125380009639269,0.9712287535270056,142.35065416010764,106.435791914312,31.58002208086258,8.258604923527695,14.508909579059342
5.167049765815198,0.9703746090332667,136.20728304172857,102.91924290018603,30.49479233875882,7.627156038195083,14.86825678447222
5.208719521991127,0.9686115880807241,126.90062654039882,96.51437476607356,29.383878644165698,6.918271548636995,15.425363511960295
5.250389278167056,0.9675983736912409,124.12594646193884,93.79709076915216,29.694617893842825,7.077191348613142,15.597137424295525
5.292059034342985,0.964888796210289,114.63858825045459,88.02948161447235,30.221061268417213,5.745411521270261,15.837681357006078
5.333728790518914,0.9622733940680822,108.55805551830464,86.03503933729472,29.155277615553594,5.864019424458422,16.12016784742877
5.375398546694843,0.9585726906855901,103.77053484096518,82.50964526156442,28.864077046149486,5.864092323923184,16.504631255643424
5.4170683028707725,0.9533048222462336,97.59995603894515,79.20421696014643,28.26494755461366,4.4894737830998865,16.936742533117243
5.458738059046701,0.9499205847581228,96.21834354741509,77.92061908796434,28.46314810500035,6.6683589654047175,16.813611198206637
5.500407815222631,0.9449293464422226,90.68659735671967,74.52110942217914,27.79459428205376,5.049102018773553,17.02278118660813
5.5420775713985595,0.9390959690014521,84.4977619191734,70.05457732150798,27.669223084189756,4.333428236864306,17.2383336038966
